Bereich,Unterbereich,Teilbereich31,Teilbereich,Menge,Jahr,lfdNr
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,14,Bilanzielle Abschreibungen,1866760.57,2012,10042
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,15,Transferaufwendungen,55800.00,2012,10043
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,16,Sonstige ordentliche Aufwendungen,705171.03,2012,10044
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,17,Ordentliche Aufwendungen,22756251.22,2012,10045
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,18,Ordentliches Ergebnis,22093858.16,2012,10046
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,22,Ergebnis lfd. Verwaltungstätigkeit,22093858.16,2012,10047
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,26,Ergebnis vor int.Leistungsbeziehungen,22093858.16,2012,10048
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,28,Aufwend. aus int.Leistungsbeziehungen,1224940.00,2012,10049
Sicherheit und Ordnung, Brandschutz und feuerwehrtechnische Hilfeleistungen,Interne,Leistungsbeziehungen,1224940.00,2012,10050
Sicherheit und Ordnung, Rettungsdienst,2,Zuwendungen und allgemeine Umlagen,-71364.64,2012,10052
Sicherheit und Ordnung, Rettungsdienst,4,Öffentlich-rechtl. Leistungsentgelte,-8337112.00,2012,10053
Sicherheit und Ordnung, Rettungsdienst,5,Privatrechtliche Leistungsentgelte,0.00,2012,10054
Sicherheit und Ordnung, Rettungsdienst,6,Kostenerstattungen und Kostenumlagen,-70000.00,2012,10055
Sicherheit und Ordnung, Rettungsdienst,7,Sonstige ordentliche Erträge,-25318.97,2012,10056
Sicherheit und Ordnung, Rettungsdienst,10,Ordentliche Erträge,-8503795.61,2012,10057
Sicherheit und Ordnung, Rettungsdienst,11,Personalaufwendungen,5823951.02,2012,10058
Sicherheit und Ordnung, Rettungsdienst,12,Versorgungsaufwendungen,1124975.31,2012,10059
Sicherheit und Ordnung, Rettungsdienst,13,Aufwendungen f.Sach-/Dienstleistungen,1903059.20,2012,10060
Sicherheit und Ordnung, Rettungsdienst,14,Bilanzielle Abschreibungen,580541.74,2012,10061
Sicherheit und Ordnung, Rettungsdienst,16,Sonstige ordentliche Aufwendungen,920746.67,2012,10062
Sicherheit und Ordnung, Rettungsdienst,17,Ordentliche Aufwendungen,10353273.94,2012,10063
Sicherheit und Ordnung, Rettungsdienst,18,Ordentliches Ergebnis,1849478.33,2012,10064
Sicherheit und Ordnung, Rettungsdienst,22,Ergebnis lfd. Verwaltungstätigkeit,1849478.33,2012,10065
Sicherheit und Ordnung, Rettungsdienst,26,Ergebnis vor int.Leistungsbeziehungen,1849478.33,2012,10066
Sicherheit und Ordnung, Rettungsdienst,28,Aufwend. aus int.Leistungsbeziehungen,580610.00,2012,10067
Sicherheit und Ordnung, Rettungsdienst,Interne,Leistungsbeziehungen,580610.00,2012,10068
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,4,Öffentlich-rechtl. Leistungsentgelte,-72793.98,2012,10070
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,5,Privatrechtliche Leistungsentgelte,0.00,2012,10071
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,6,Kostenerstattungen und Kostenumlagen,-3929.35,2012,10072
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,7,Sonstige ordentliche Erträge,-11678.38,2012,10073
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,10,Ordentliche Erträge,-88401.71,2012,10074
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,11,Personalaufwendungen,1260087.14,2012,10075
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,12,Versorgungsaufwendungen,73875.13,2012,10076
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,13,Aufwendungen f.Sach-/Dienstleistungen,208925.34,2012,10077
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,14,Bilanzielle Abschreibungen,12087.99,2012,10078
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,16,Sonstige ordentliche Aufwendungen,593966.22,2012,10079
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,17,Ordentliche Aufwendungen,2148941.82,2012,10080
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,18,Ordentliches Ergebnis,2060540.11,2012,10081
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,22,Ergebnis lfd. Verwaltungstätigkeit,2060540.11,2012,10082
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,26,Ergebnis vor int.Leistungsbeziehungen,2060540.11,2012,10083
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,28,Aufwend. aus int.Leistungsbeziehungen,118500.00,2012,10084
Sicherheit und Ordnung, Veterinär- und Lebensmittelangelegenheiten,Interne,Leistungsbeziehungen,118500.00,2012,10085
Schulträgeraufgaben, Leistungen für Schulen,2,Zuwendungen und allgemeine Umlagen,-1377529.39,2012,10087
Schulträgeraufgaben, Leistungen für Schulen,4,Öffentlich-rechtl. Leistungsentgelte,-212353.02,2012,10088
Schulträgeraufgaben, Leistungen für Schulen,5,Privatrechtliche Leistungsentgelte,-96636.52,2012,10089
Schulträgeraufgaben, Leistungen für Schulen,6,Kostenerstattungen und Kostenumlagen,-14534.75,2012,10090
Schulträgeraufgaben, Leistungen für Schulen,7,Sonstige ordentliche Erträge,-231000.53,2012,10091
Schulträgeraufgaben, Leistungen für Schulen,10,Ordentliche Erträge,-1932054.21,2012,10092
Schulträgeraufgaben, Leistungen für Schulen,11,Personalaufwendungen,11899316.51,2012,10093
Schulträgeraufgaben, Leistungen für Schulen,12,Versorgungsaufwendungen,154935.99,2012,10094
Schulträgeraufgaben, Leistungen für Schulen,13,Aufwendungen f.Sach-/Dienstleistungen,5587917.84,2012,10095
Schulträgeraufgaben, Leistungen für Schulen,14,Bilanzielle Abschreibungen,3677269.53,2012,10096
Schulträgeraufgaben, Leistungen für Schulen,15,Transferaufwendungen,950227.38,2012,10097
Schulträgeraufgaben, Leistungen für Schulen,16,Sonstige ordentliche Aufwendungen,4004487.28,2012,10098
Schulträgeraufgaben, Leistungen für Schulen,17,Ordentliche Aufwendungen,26274154.53,2012,10099
Schulträgeraufgaben, Leistungen für Schulen,18,Ordentliches Ergebnis,24342100.32,2012,10100
Schulträgeraufgaben, Leistungen für Schulen,19,Finanzerträge,-3302.14,2012,10101
Schulträgeraufgaben, Leistungen für Schulen,21,Finanzergebnis,-3302.14,2012,10102
Schulträgeraufgaben, Leistungen für Schulen,22,Ergebnis lfd. Verwaltungstätigkeit,24338798.18,2012,10103
Schulträgeraufgaben, Leistungen für Schulen,26,Ergebnis vor int.Leistungsbeziehungen,24338798.18,2012,10104
Schulträgeraufgaben, Leistungen für Schulen,28,Aufwend. aus int.Leistungsbeziehungen,28061831.71,2012,10105
Schulträgeraufgaben, Leistungen für Schulen,Interne,Leistungsbeziehungen,28061831.71,2012,10106
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,2,Zuwendungen und allgemeine Umlagen,-469388.95,2012,10108
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,5,Privatrechtliche Leistungsentgelte,-64352.37,2012,10109
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,6,Kostenerstattungen und Kostenumlagen,-35303.56,2012,10110
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,7,Sonstige ordentliche Erträge,1010.42,2012,10111
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,10,Ordentliche Erträge,-568034.46,2012,10112
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,11,Personalaufwendungen,1983319.79,2012,10113
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,12,Versorgungsaufwendungen,92986.67,2012,10114
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,13,Aufwendungen f.Sach-/Dienstleistungen,7236254.14,2012,10115
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,14,Bilanzielle Abschreibungen,54679.88,2012,10116
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,15,Transferaufwendungen,748368.81,2012,10117
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,16,Sonstige ordentliche Aufwendungen,464474.86,2012,10118
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,17,Ordentliche Aufwendungen,10580084.15,2012,10119
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,18,Ordentliches Ergebnis,10012049.69,2012,10120
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,22,Ergebnis lfd. Verwaltungstätigkeit,10012049.69,2012,10121
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,26,Ergebnis vor int.Leistungsbeziehungen,10012049.69,2012,10122
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,28,Aufwend. aus int.Leistungsbeziehungen,261250.00,2012,10123
Schulträgeraufgaben, Zentrale Leistungen für am Schulleben Beteiligte,Interne,Leistungsbeziehungen,261250.00,2012,10124
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,2,Zuwendungen und allgemeine Umlagen,-464603.35,2012,10126
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,5,Privatrechtliche Leistungsentgelte,-90241.23,2012,10127
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,6,Kostenerstattungen und Kostenumlagen,-51343.66,2012,10128
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,7,Sonstige ordentliche Erträge,-1823.17,2012,10129
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,10,Ordentliche Erträge,-608011.41,2012,10130
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,11,Personalaufwendungen,1034557.94,2012,10131
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,12,Versorgungsaufwendungen,25833.31,2012,10132
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,13,Aufwendungen f.Sach-/Dienstleistungen,231219.03,2012,10133
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,14,Bilanzielle Abschreibungen,32287.74,2012,10134
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,15,Transferaufwendungen,2005517.56,2012,10135
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,16,Sonstige ordentliche Aufwendungen,609661.08,2012,10136
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,17,Ordentliche Aufwendungen,3939076.66,2012,10137
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,18,Ordentliches Ergebnis,3331065.25,2012,10138
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,22,Ergebnis lfd. Verwaltungstätigkeit,3331065.25,2012,10139
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,26,Ergebnis vor int.Leistungsbeziehungen,3331065.25,2012,10140
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,28,Aufwend. aus int.Leistungsbeziehungen,381170.00,2012,10141
Kultur und Wissenschaft, Kulturmanagement/Kulturförderung,Interne,Leistungsbeziehungen,381170.00,2012,10142
Kultur und Wissenschaft, Volkshochschule,2,Zuwendungen und allgemeine Umlagen,-1143649.31,2012,10144
Kultur und Wissenschaft, Volkshochschule,5,Privatrechtliche Leistungsentgelte,-1535237.34,2012,10145
Kultur und Wissenschaft, Volkshochschule,6,Kostenerstattungen und Kostenumlagen,-30240.28,2012,10146
Kultur und Wissenschaft, Volkshochschule,7,Sonstige ordentliche Erträge,3541.93,2012,10147
Kultur und Wissenschaft, Volkshochschule,10,Ordentliche Erträge,-2705585.00,2012,10148
Kultur und Wissenschaft, Volkshochschule,11,Personalaufwendungen,1738877.47,2012,10149
Kultur und Wissenschaft, Volkshochschule,12,Versorgungsaufwendungen,47951.50,2012,10150
Kultur und Wissenschaft, Volkshochschule,13,Aufwendungen f.Sach-/Dienstleistungen,330744.84,2012,10151
Kultur und Wissenschaft, Volkshochschule,14,Bilanzielle Abschreibungen,45248.33,2012,10152
Kultur und Wissenschaft, Volkshochschule,15,Transferaufwendungen,13366.61,2012,10153
Kultur und Wissenschaft, Volkshochschule,16,Sonstige ordentliche Aufwendungen,1691366.14,2012,10154
Kultur und Wissenschaft, Volkshochschule,17,Ordentliche Aufwendungen,3867554.89,2012,10155
Kultur und Wissenschaft, Volkshochschule,18,Ordentliches Ergebnis,1161969.89,2012,10156
Kultur und Wissenschaft, Volkshochschule,22,Ergebnis lfd. Verwaltungstätigkeit,1161969.89,2012,10157
Kultur und Wissenschaft, Volkshochschule,26,Ergebnis vor int.Leistungsbeziehungen,1161969.89,2012,10158
Kultur und Wissenschaft, Volkshochschule,28,Aufwend. aus int.Leistungsbeziehungen,562065.00,2012,10159
Kultur und Wissenschaft, Volkshochschule,Interne,Leistungsbeziehungen,562065.00,2012,10160
Kultur und Wissenschaft, Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,2,Zuwendungen und allgemeine Umlagen,-130874.07,2012,10162
Kultur und Wissenschaft, Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,4,Öffentlich-rechtl. Leistungsentgelte,-1930439.75,2012,10163
Kultur und Wissenschaft, Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,5,Privatrechtliche Leistungsentgelte,-113014.95,2012,10164
Kultur und Wissenschaft, Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,6,Kostenerstattungen und Kostenumlagen,-35068.62,2012,10165
Kultur und Wissenschaft, Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,7,Sonstige ordentliche Erträge,-3490.24,2012,10166
Kultur und Wissenschaft, Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,10,Ordentliche Erträge,-2212887.63,2012,10167
Kultur und Wissenschaft, Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,11,Personalaufwendungen,2744951.35,2012,10168
Kultur und Wissenschaft, Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,12,Versorgungsaufwendungen,8105.65,2012,10169
Kultur und Wissenschaft, Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,13,Aufwendungen f.Sach-/Dienstleistungen,126469.47,2012,10170
Kultur und Wissenschaft, Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,14,Bilanzielle Abschreibungen,49633.58,2012,10171
Kultur und Wissenschaft, Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,15,Transferaufwendungen,673954.76,2012,10172
Kultur und Wissenschaft, Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,16,Sonstige ordentliche Aufwendungen,840575.42,2012,10173
Kultur und Wissenschaft, Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,17,Ordentliche Aufwendungen,4443690.23,2012,10174
Kultur und Wissenschaft, Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,18,Ordentliches Ergebnis,2230802.60,2012,10175
Kultur und Wissenschaft, Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,20,Zinsen u. sonstige Finanzaufwendungen,439.51,2012,10176
Kultur und Wissenschaft, Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,21,Finanzergebnis,439.51,2012,10177
Kultur und Wissenschaft, Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,22,Ergebnis lfd. Verwaltungstätigkeit,2231242.11,2012,10178
Kultur und Wissenschaft, Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,26,Ergebnis vor int.Leistungsbeziehungen,2231242.11,2012,10179
Kultur und Wissenschaft, Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,28,Aufwend. aus int.Leistungsbeziehungen,148360.00,2012,10180
Kultur und Wissenschaft, Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,Interne,Leistungsbeziehungen,148360.00,2012,10181
Kultur und Wissenschaft, Stadtbücherei und Förderung von Büchereien freier Träger,2,Zuwendungen und allgemeine Umlagen,-23284.43,2012,10183
Kultur und Wissenschaft, Stadtbücherei und Förderung von Büchereien freier Träger,4,Öffentlich-rechtl. Leistungsentgelte,-678632.04,2012,10184
Kultur und Wissenschaft, Stadtbücherei und Förderung von Büchereien freier Träger,5,Privatrechtliche Leistungsentgelte,-40979.19,2012,10185
Kultur und Wissenschaft, Stadtbücherei und Förderung von Büchereien freier Träger,6,Kostenerstattungen und Kostenumlagen,-5677.67,2012,10186
Kultur und Wissenschaft, Stadtbücherei und Förderung von Büchereien freier Träger,7,Sonstige ordentliche Erträge,-15825.95,2012,10187
Kultur und Wissenschaft, Stadtbücherei und Förderung von Büchereien freier Träger,10,Ordentliche Erträge,-764399.28,2012,10188
Kultur und Wissenschaft, Stadtbücherei und Förderung von Büchereien freier Träger,11,Personalaufwendungen,3557431.25,2012,10189
Kultur und Wissenschaft, Stadtbücherei und Förderung von Büchereien freier Träger,12,Versorgungsaufwendungen,37448.67,2012,10190
Kultur und Wissenschaft, Stadtbücherei und Förderung von Büchereien freier Träger,13,Aufwendungen f.Sach-/Dienstleistungen,963370.48,2012,10191
Kultur und Wissenschaft, Stadtbücherei und Förderung von Büchereien freier Träger,14,Bilanzielle Abschreibungen,98187.86,2012,10192
Kultur und Wissenschaft, Stadtbücherei und Förderung von Büchereien freier Träger,15,Transferaufwendungen,117003.00,2012,10193
Kultur und Wissenschaft, Stadtbücherei und Förderung von Büchereien freier Träger,16,Sonstige ordentliche Aufwendungen,231001.86,2012,10194
Kultur und Wissenschaft, Stadtbücherei und Förderung von Büchereien freier Träger,17,Ordentliche Aufwendungen,5004443.12,2012,10195
Kultur und Wissenschaft, Stadtbücherei und Förderung von Büchereien freier Träger,18,Ordentliches Ergebnis,4240043.84,2012,10196
Kultur und Wissenschaft, Stadtbücherei und Förderung von Büchereien freier Träger,22,Ergebnis lfd. Verwaltungstätigkeit,4240043.84,2012,10197
Kultur und Wissenschaft, Stadtbücherei und Förderung von Büchereien freier Träger,26,Ergebnis vor int.Leistungsbeziehungen,4240043.84,2012,10198
Kultur und Wissenschaft, Stadtbücherei und Förderung von Büchereien freier Träger,28,Aufwend. aus int.Leistungsbeziehungen,1168250.00,2012,10199
Kultur und Wissenschaft, Stadtbücherei und Förderung von Büchereien freier Träger,Interne,Leistungsbeziehungen,1168250.00,2012,10200
Kultur und Wissenschaft, Stadtmuseum,2,Zuwendungen und allgemeine Umlagen,-41629.76,2012,10202
Kultur und Wissenschaft, Stadtmuseum,5,Privatrechtliche Leistungsentgelte,-142855.92,2012,10203
Kultur und Wissenschaft, Stadtmuseum,6,Kostenerstattungen und Kostenumlagen,-3232.75,2012,10204
Kultur und Wissenschaft, Stadtmuseum,7,Sonstige ordentliche Erträge,-1356.11,2012,10205
Kultur und Wissenschaft, Stadtmuseum,10,Ordentliche Erträge,-189074.54,2012,10206
Kultur und Wissenschaft, Stadtmuseum,11,Personalaufwendungen,1027476.28,2012,10207
Kultur und Wissenschaft, Stadtmuseum,12,Versorgungsaufwendungen,42425.74,2012,10208
Kultur und Wissenschaft, Stadtmuseum,13,Aufwendungen f.Sach-/Dienstleistungen,318821.62,2012,10209
Kultur und Wissenschaft, Stadtmuseum,14,Bilanzielle Abschreibungen,57916.77,2012,10210
Kultur und Wissenschaft, Stadtmuseum,15,Transferaufwendungen,2871.50,2012,10211
Kultur und Wissenschaft, Stadtmuseum,16,Sonstige ordentliche Aufwendungen,107339.53,2012,10212
Kultur und Wissenschaft, Stadtmuseum,17,Ordentliche Aufwendungen,1556851.44,2012,10213
Kultur und Wissenschaft, Stadtmuseum,18,Ordentliches Ergebnis,1367776.90,2012,10214
Kultur und Wissenschaft, Stadtmuseum,22,Ergebnis lfd. Verwaltungstätigkeit,1367776.90,2012,10215
Kultur und Wissenschaft, Stadtmuseum,26,Ergebnis vor int.Leistungsbeziehungen,1367776.90,2012,10216
Kultur und Wissenschaft, Stadtmuseum,28,Aufwend. aus int.Leistungsbeziehungen,738010.00,2012,10217
Kultur und Wissenschaft, Stadtmuseum,Interne,Leistungsbeziehungen,738010.00,2012,10218
Kultur und Wissenschaft, Stadtarchiv,2,Zuwendungen und allgemeine Umlagen,-59.27,2012,10220
Kultur und Wissenschaft, Stadtarchiv,4,Öffentlich-rechtl. Leistungsentgelte,-7980.15,2012,10221
Kultur und Wissenschaft, Stadtarchiv,5,Privatrechtliche Leistungsentgelte,-548.45,2012,10222
Kultur und Wissenschaft, Stadtarchiv,6,Kostenerstattungen und Kostenumlagen,0.00,2012,10223
Kultur und Wissenschaft, Stadtarchiv,7,Sonstige ordentliche Erträge,-100.00,2012,10224
Kultur und Wissenschaft, Stadtarchiv,10,Ordentliche Erträge,-8687.87,2012,10225
Kultur und Wissenschaft, Stadtarchiv,11,Personalaufwendungen,503125.59,2012,10226
Kultur und Wissenschaft, Stadtarchiv,12,Versorgungsaufwendungen,17055.02,2012,10227
Kultur und Wissenschaft, Stadtarchiv,13,Aufwendungen f.Sach-/Dienstleistungen,120062.59,2012,10228
Kultur und Wissenschaft, Stadtarchiv,14,Bilanzielle Abschreibungen,26726.46,2012,10229
Kultur und Wissenschaft, Stadtarchiv,16,Sonstige ordentliche Aufwendungen,43020.69,2012,10230
Kultur und Wissenschaft, Stadtarchiv,17,Ordentliche Aufwendungen,709990.35,2012,10231
Kultur und Wissenschaft, Stadtarchiv,18,Ordentliches Ergebnis,701302.48,2012,10232
Kultur und Wissenschaft, Stadtarchiv,22,Ergebnis lfd. Verwaltungstätigkeit,701302.48,2012,10233
Kultur und Wissenschaft, Stadtarchiv,26,Ergebnis vor int.Leistungsbeziehungen,701302.48,2012,10234
Kultur und Wissenschaft, Stadtarchiv,28,Aufwend. aus int.Leistungsbeziehungen,306520.00,2012,10235
Kultur und Wissenschaft, Stadtarchiv,Interne,Leistungsbeziehungen,306520.00,2012,10236
Kultur und Wissenschaft, Theater Münster,2,Zuwendungen und allgemeine Umlagen,-25000.00,2012,10238
Kultur und Wissenschaft, Theater Münster,7,Sonstige ordentliche Erträge,0.00,2012,10239
Kultur und Wissenschaft, Theater Münster,10,Ordentliche Erträge,-25000.00,2012,10240
Kultur und Wissenschaft, Theater Münster,14,Bilanzielle Abschreibungen,144322.16,2012,10241
Kultur und Wissenschaft, Theater Münster,15,Transferaufwendungen,19191299.96,2012,10242
Kultur und Wissenschaft, Theater Münster,16,Sonstige ordentliche Aufwendungen,0.00,2012,10243
Kultur und Wissenschaft, Theater Münster,17,Ordentliche Aufwendungen,19335622.12,2012,10244
Kultur und Wissenschaft, Theater Münster,18,Ordentliches Ergebnis,19310622.12,2012,10245
Kultur und Wissenschaft, Theater Münster,22,Ergebnis lfd. Verwaltungstätigkeit,19310622.12,2012,10246
Kultur und Wissenschaft, Theater Münster,26,Ergebnis vor int.Leistungsbeziehungen,19310622.12,2012,10247
Kultur und Wissenschaft, Geschichtsort Villa ten Hompel,2,Zuwendungen und allgemeine Umlagen,-236432.61,2012,10249
Kultur und Wissenschaft, Geschichtsort Villa ten Hompel,4,Öffentlich-rechtl. Leistungsentgelte,-15678.00,2012,10250
Kultur und Wissenschaft, Geschichtsort Villa ten Hompel,5,Privatrechtliche Leistungsentgelte,-2837.40,2012,10251
Kultur und Wissenschaft, Geschichtsort Villa ten Hompel,6,Kostenerstattungen und Kostenumlagen,-14761.23,2012,10252
Kultur und Wissenschaft, Geschichtsort Villa ten Hompel,10,Ordentliche Erträge,-269709.24,2012,10253
Kultur und Wissenschaft, Geschichtsort Villa ten Hompel,11,Personalaufwendungen,332933.14,2012,10254
Kultur und Wissenschaft, Geschichtsort Villa ten Hompel,13,Aufwendungen f.Sach-/Dienstleistungen,179728.75,2012,10255
Kultur und Wissenschaft, Geschichtsort Villa ten Hompel,14,Bilanzielle Abschreibungen,6195.95,2012,10256
Kultur und Wissenschaft, Geschichtsort Villa ten Hompel,15,Transferaufwendungen,0.00,2012,10257
Kultur und Wissenschaft, Geschichtsort Villa ten Hompel,16,Sonstige ordentliche Aufwendungen,111746.79,2012,10258
Kultur und Wissenschaft, Geschichtsort Villa ten Hompel,17,Ordentliche Aufwendungen,630604.63,2012,10259
Kultur und Wissenschaft, Geschichtsort Villa ten Hompel,18,Ordentliches Ergebnis,360895.39,2012,10260
Kultur und Wissenschaft, Geschichtsort Villa ten Hompel,22,Ergebnis lfd. Verwaltungstätigkeit,360895.39,2012,10261
Kultur und Wissenschaft, Geschichtsort Villa ten Hompel,26,Ergebnis vor int.Leistungsbeziehungen,360895.39,2012,10262
Kultur und Wissenschaft, Geschichtsort Villa ten Hompel,28,Aufwend. aus int.Leistungsbeziehungen,74870.00,2012,10263
Kultur und Wissenschaft, Geschichtsort Villa ten Hompel,Interne,Leistungsbeziehungen,74870.00,2012,10264
Soziale Leistungen, Leistungen der Grundsicherung nach dem SGB II,1,Steuern und ähnliche Abgaben,-3818891.44,2012,10266
Soziale Leistungen, Leistungen der Grundsicherung nach dem SGB II,2,Zuwendungen und allgemeine Umlagen,-11554.07,2012,10267
Soziale Leistungen, Leistungen der Grundsicherung nach dem SGB II,3,Sonstige Transfererträge,-7756552.35,2012,10268
Soziale Leistungen, Leistungen der Grundsicherung nach dem SGB II,5,Privatrechtliche Leistungsentgelte,-9773.21,2012,10269
Soziale Leistungen, Leistungen der Grundsicherung nach dem SGB II,6,Kostenerstattungen und Kostenumlagen,-91519831.95,2012,10270
Soziale Leistungen, Leistungen der Grundsicherung nach dem SGB II,7,Sonstige ordentliche Erträge,-146106.31,2012,10271
Soziale Leistungen, Leistungen der Grundsicherung nach dem SGB II,10,Ordentliche Erträge,-103262709.33,2012,10272
Soziale Leistungen, Leistungen der Grundsicherung nach dem SGB II,11,Personalaufwendungen,15198410.44,2012,10273
Soziale Leistungen, Leistungen der Grundsicherung nach dem SGB II,12,Versorgungsaufwendungen,497610.93,2012,10274
Soziale Leistungen, Leistungen der Grundsicherung nach dem SGB II,13,Aufwendungen f.Sach-/Dienstleistungen,806462.72,2012,10275
Soziale Leistungen, Leistungen der Grundsicherung nach dem SGB II,14,Bilanzielle Abschreibungen,83209.31,2012,10276
Soziale Leistungen, Leistungen der Grundsicherung nach dem SGB II,15,Transferaufwendungen,116809084.15,2012,10277
Soziale Leistungen, Leistungen der Grundsicherung nach dem SGB II,16,Sonstige ordentliche Aufwendungen,799395.01,2012,10278
Soziale Leistungen, Leistungen der Grundsicherung nach dem SGB II,17,Ordentliche Aufwendungen,134194172.56,2012,10279
Soziale Leistungen, Leistungen der Grundsicherung nach dem SGB II,18,Ordentliches Ergebnis,30931463.23,2012,10280
Soziale Leistungen, Leistungen der Grundsicherung nach dem SGB II,22,Ergebnis lfd. Verwaltungstätigkeit,30931463.23,2012,10281
Soziale Leistungen, Leistungen der Grundsicherung nach dem SGB II,26,Ergebnis vor int.Leistungsbeziehungen,30931463.23,2012,10282
Soziale Leistungen, Leistungen der Grundsicherung nach dem SGB II,28,Aufwend. aus int.Leistungsbeziehungen,2575399.14,2012,10283
Soziale Leistungen, Leistungen der Grundsicherung nach dem SGB II,Interne,Leistungsbeziehungen,2575399.14,2012,10284
Soziale Leistungen, Sicherung des Lebensunterhalts,2,Zuwendungen und allgemeine Umlagen,-8354.72,2012,10286
Soziale Leistungen, Sicherung des Lebensunterhalts,3,Sonstige Transfererträge,-1918762.59,2012,10287
Soziale Leistungen, Sicherung des Lebensunterhalts,6,Kostenerstattungen und Kostenumlagen,-8781027.09,2012,10288
